webpageID,labels,ac,access,accessories,add,ads,advantage,apply,atom,available,back,balance,battery,bit,business,buy,call,card,cart,celeron,center,chat,choose,click,cloud,cm,code,com,community,compliance,contact,core,credit,customer,customers,customize,data,date,day,days,dbc,design,desktop,display,double,drive,drives,dual,email,emails,energy,english,enterprise,environment,environmental,except,extra,factor,features,financing,fips,form,free,full,gb,gen,generation,get,ghz,gif,graphics,hard,hardware,hd,height,help,high,home,includes,information,inside,inspiron,integrated,intel,issues,itanium,keyboard,kg,laptop,latitude,law,lbs,learn,legal,logo,low,make,management,md,member,memory,microsoft,mm,mo,monthly,nd,network,networking,new,offers,one,operating,optional,options,optiplex,order,page,payment,pdf,pentium,performance,plus,port,ports,power,poweredge,precision,premier,price,privacy,pro,processor,product,products,professional,promotional,prosupport,protection,purchase,purchases,read,reader,register,regulatory,remote,return,rewards,sale,savings,security,see,separately,series,server,servers,service,services,ship,shipping,ships,shop,sign,site,small,smart,software,solutions,starting,statement,storage,support,system,systems,tb,technology,terms,th,time,tm,top,total,touch,trademarks,us,usb,used,using,valid,via,video,view,vpro,warranty,weight,windows,wireless,work,wyse,xeon,xps,year
021968_,document_,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,1.0,3.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,32.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
021975_,desktops,0.0,5.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,8.0,2.0,0.0,1.0,14.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,15.0,1.0,7.0,0.0,2.0,1.0,3.0,2.0,1.0,11.0,6.0,1.0,1.0,2.0,17.0,1.0,2.0,3.0,2.0,4.0,16.0,2.0,3.0,9.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,5.0,2.0,1.0,6.0,4.0,3.0,0.0,9.0,5.0,1.0,4.0,3.0,1.0,8.0,1.0,1.0,5.0,5.0,1.0,2.0,0.0,19.0,5.0,2.0,1.0,1.0,9.0,1.0,4.0,18.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,8.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,3.0,4.0,21.0,1.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,1.0,0.0,6.0,2.0,5.0,2.0,0.0,2.0,3.0,2.0,14.0,15.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,0.0,7.0,1.0,5.0,0.0,1.0,4.0,3.0,1.0,10.0,15.0,1.0,0.0,3.0,1.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,7.0,1.0,0.0,5.0,4.0,3.0,1.0,3.0,0.0,1.0
021978_,enterprise-products,0.0,1.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,5.0,2.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,5.0,3.0,1.0,2.0,0.0,13.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,9.0,0.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,1.0,16.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,9.0,0.0,2.0,33.0,3.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
022097_,enterprise-products,5.0,5.0,0.0,0.0,2.0,5.0,2.0,2.0,10.0,3.0,2.0,0.0,0.0,8.0,2.0,5.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,4.0,0.0,2.0,5.0,5.0,1.0,2.0,0.0,7.0,4.0,0.0,2.0,4.0,5.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,9.0,6.0,1.0,1.0,1.0,9.0,0.0,15.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,4.0,12.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,31.0,48.0,4.0,2.0,14.0,16.0,10.0,4.0,0.0,0.0,2.0,3.0,20.0,2.0,6.0,6.0,37.0,44.0,53.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,9.0,3.0,2.0,5.0,0.0,1.0,28.0,0.0,1.0,3.0,9.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,3.0,4.0,1.0,2.0,10.0,20.0,3.0,2.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0
022171_,laptops,0.0,3.0,7.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,0.0,4.0,0.0,3.0,2.0,3.0,4.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,6.0,3.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,11.0,17.0,0.0,12.0,1.0,2.0,0.0,0.0,12.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,6.0,4.0,1.0,2.0,0.0,1.0,4.0,15.0,5.0,2.0,0.0,1.0,6.0,2.0,6.0,0.0,0.0,7.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,15.0,0.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,7.0,0.0,2.0,6.0,1.0,0.0,3.0,0.0,4.0
022221_,desktops,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
022277_,desktops,0.0,3.0,4.0,2.0,2.0,7.0,2.0,2.0,2.0,8.0,2.0,0.0,1.0,13.0,1.0,2.0,7.0,1.0,2.0,0.0,5.0,12.0,1.0,0.0,10.0,2.0,1.0,3.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,7.0,1.0,3.0,3.0,2.0,2.0,20.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,11.0,4.0,3.0,2.0,13.0,10.0,2.0,3.0,0.0,1.0,9.0,1.0,1.0,2.0,2.0,4.0,0.0,6.0,12.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,13.0,1.0,2.0,5.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,5.0,1.0,2.0,2.0,14.0,2.0,28.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,11.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,16.0,15.0,2.0,2.0,8.0,0.0,2.0,6.0,0.0,0.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,13.0,4.0,1.0,2.0,2.0,2.0,1.0,10.0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,16.0,1.0,0.0,3.0,1.0,11.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,8.0,3.0,4.0,1.0,0.0,3.0,0.0,1.0
022316_,document_,0.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
022340_,laptops,8.0,2.0,8.0,24.0,2.0,22.0,17.0,2.0,12.0,53.0,2.0,37.0,8.0,59.0,19.0,2.0,65.0,16.0,2.0,0.0,5.0,17.0,1.0,1.0,0.0,17.0,1.0,3.0,8.0,1.0,62.0,36.0,1.0,1.0,19.0,5.0,5.0,17.0,2.0,2.0,6.0,1.0,12.0,17.0,37.0,2.0,23.0,1.0,2.0,8.0,8.0,0.0,8.0,8.0,1.0,2.0,0.0,5.0,18.0,88.0,3.0,44.0,2.0,85.0,15.0,16.0,57.0,8.0,1.0,0.0,14.0,16.0,14.0,9.0,19.0,1.0,16.0,24.0,1.0,9.0,0.0,0.0,56.0,1.0,2.0,5.0,9.0,13.0,20.0,1.0,9.0,0.0,2.0,3.0,16.0,2.0,0.0,0.0,17.0,48.0,0.0,29.0,16.0,2.0,17.0,9.0,0.0,5.0,1.0,10.0,2.0,79.0,1.0,0.0,16.0,9.0,2.0,0.0,2.0,3.0,4.0,8.0,8.0,7.0,0.0,1.0,0.0,41.0,2.0,12.0,31.0,9.0,3.0,34.0,1.0,1.0,3.0,2.0,20.0,3.0,82.0,17.0,27.0,8.0,18.0,60.0,2.0,17.0,21.0,8.0,1.0,11.0,0.0,0.0,18.0,4.0,13.0,18.0,12.0,2.0,1.0,1.0,1.0,54.0,16.0,2.0,25.0,2.0,2.0,9.0,4.0,0.0,0.0,3.0,4.0,31.0,1.0,57.0,20.0,16.0,43.0,3.0,17.0,12.0,2.0,18.0,2.0,2.0,0.0,0.0,4.0,3.0,9.0,41.0,23.0,4.0,0.0,3.0,0.0,24.0
022345_,document_,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,31.0,3.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,4.0,2.0,2.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,25.0,3.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,16.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
022349_,all-products,0.0,0.0,3.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,10.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,7.0,1.0,1.0,3.0,0.0,3.0,6.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0
022377_,desktops,0.0,2.0,2.0,0.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,10.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,10.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
022402_,document_,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
022408_,document_,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
022452_,unkowntype_,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
022453_,document_,0.0,6.0,0.0,0.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,45.0,2.0,2.0,0.0,0.0,5.0,13.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,10.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
